# ACEMD Molecular Dynamics Version [2017.11.30] (git [476b168])
# (c) 2009-2017 Acellera Ltd. http://www.acellera.com
# See License Agreement for terms and conditions of use
# or write to support@acellera.com
#
# Licensed by Acellera Ltd (http://www.acellera.com)
# WARNING: Could not open libmpiwrapper.so: /shared/acemd//lib/libmpiwrapper.so: cannot open shared object file: No such file or directory 
#          Ensemble execution not possible
#          Check LD_LIBRARY_PATH
# Running on host [arancio.prib.upf.edu]
# CUDA Synchronisation mode: SPIN
# SWAN: Created context 0 on GPU 0
# SWAN Device 0	:
#	Name		: GeForce GTX 780
#	ECC		: Disabled
#	Global mem	: 3022MB
#	Capability	: 3.5
#	PCI ID		: 0000:04:00.0
#	Device clock	: 993MHz
#	Memory clock	: 3004MHz
#	Memory width	: 384bit
# SWAN: Configuring Peer Access:
# -	
# SWAN device 0 is NVML device 3 with PCI-ID 0000:04:00.0 and serial [] 
# NVML : 0 : Fan 35%	 Temp 56C	 Mem Used 69MB Free 2952MB Total 3022MB
# NVML : 0 : Performance state 0
# Configuration [GeForce GTX 780] [350] [Linux]
#
# WARNING: 1-4scaling is deprecated and has no effect in this release
#          CHARMM simulations will always use the value 1.0
#          AMBER simulations will use the per-dihedral scaling term in the prmtop
# Topology reports 52577 atoms
# Max combined s14-exclusion list length is 21
# There are 0 dummy (0 mass) atoms
# There are 17254 waters in the system
# MSHAKE: 397 bonds constrained
# MSHAKE: removing 397 degrees of freedom (105572)
# Scaled the mass of 34905 hydrogens to 4.032000 amu
# WARNING: Setting PME mesh dimensions: 82x82x82 using spacing of 1.00A
# WARNING: Not removing water bonds because minimisation active.
# There are 105572 degrees of freedom
# Setting velocity field T=500.000000K
# Constraints: applying to 416 atoms specified in structure.pdb (scaling factor 1.000000e+00)
# WARNING: Assuming default compressibility
# WARNING: Assuming default frequency
# Barostat Parameters:
#	Target Pressure			: 1.013250e+00 bar
#	Compressibility			: 4.570000e-05 /bar
#	Relaxation Time			: 800.000000 fs
#	Rescaling freq 			: 1 steps
#	Use flexible cell			: no
#	Preserve X-Y ratio			: no
#	Fixed X 			: no
#	Fixed Y 			: no
#	Fixed Z 			: no
# VIRIAL: Table size is 885389, rounded up to 885504
#WARNING: cannot open file "restart.coor"
# Removing existing trajectory file output.dcd
# Removing existing trajectory file output.vel.dcd
# Removing existing trajectory file output.xtc
# Removing existing xst file output.xstfile
#     Step	      Bond	     Angle	     Dihed	      Elec	       VDW	        PE	        KE	  External	     Total	      Temp	      Pres	   PresAve
         0	  566.1502	  657.2200	  249.8901	-2149.0511	4619501.3803	4618825.5894	52324.0833	    0.0189	4671149.6727	  498.8193	72611457349.5076	72611457349.5076
#     Step	      Bond	     Angle	     Dihed	      Elec	       VDW	        PE	        KE	  External	     Total	      Temp	      Pres	   PresAve
#    CG:Running conjugate gradient minimization (CGMIN) for 500 steps...
         0	 2144.8370	  823.8924	  249.8925	-2146.6186	456672.2960	457744.2993	52324.0833	    0.0000	510068.3825	  498.8193
         1	 5414.2161	 1376.7080	  249.9586	-2146.9349	66665.6696	71559.6174	52324.0833	    0.0000	123883.7006	  498.8193
         2	 7255.1980	 1793.2402	  252.5393	-2146.9780	23987.1886	31141.1881	52324.0833	    0.0000	83465.2714	  498.8193
         3	 2592.6412	 1255.2770	  214.1917	-2144.5215	17563.3570	19480.9454	52324.0833	    0.0000	71805.0286	  498.8193
         4	 1054.4548	  887.3580	  186.3138	-2136.5757	15770.1244	15761.6753	52324.0833	    0.0000	68085.7586	  498.8193
         5	 1041.3175	  736.1161	  166.3118	-2119.8458	13207.6456	13031.5451	52324.0833	    0.0000	65355.6284	  498.8193
         6	  997.0635	  776.1094	  161.1528	-2089.5640	10010.2133	 9854.9750	52324.0833	    0.0000	62179.0583	  498.8193
         7	  822.6311	  833.4359	  153.7698	-2053.5353	 7334.5961	 7090.8977	52324.0833	    0.0000	59414.9809	  498.8193
         8	  636.6917	  787.3251	  143.1144	-2013.2991	 5339.3306	 4893.1627	52324.0833	    0.0000	57217.2460	  498.8193
         9	  564.0478	  594.2469	  139.7113	-1974.7282	 3794.0780	 3117.3558	52324.0833	    0.0000	55441.4391	  498.8193
        10	  518.1497	  451.4808	  134.4864	-1936.1361	 2405.7091	 1573.6899	52324.0833	    0.0000	53897.7732	  498.8193
        11	  453.3356	  425.0725	  130.6457	-1897.2131	 1187.0314	  298.8722	52324.0833	    0.0000	52622.9554	  498.8193
        12	  432.2257	  350.2549	  128.8079	-1857.0411	  137.7715	 -807.9812	52324.0833	    0.0000	51516.1021	  498.8193
        13	  387.8293	  331.7205	  129.8926	-1816.8500	 -889.3339	-1856.7415	52324.0833	    0.0000	50467.3417	  498.8193
        14	  360.3068	  331.0742	  130.4986	-1774.6725	-1926.5394	-2879.3322	52324.0833	    0.0000	49444.7511	  498.8193
        15	  290.2011	  353.0258	  128.3651	-1734.1122	-2784.7881	-3747.3082	52324.0833	    0.0000	48576.7750	  498.8193
        16	  262.4224	  342.2181	  125.4753	-1696.3383	-3512.8503	-4479.0729	52324.0833	    0.0000	47845.0104	  498.8193
        17	  289.1596	  295.0386	  123.2907	-1659.8122	-4250.3470	-5202.6703	52324.0833	    0.0000	47121.4130	  498.8193
        18	  299.3903	  265.9210	  123.4287	-1621.7034	-5003.2348	-5936.1983	52324.0833	    0.0000	46387.8849	  498.8193
        19	  242.1857	  286.5353	  121.9003	-1581.5141	-5694.6403	-6625.5330	52324.0833	    0.0000	45698.5503	  498.8193
        20	  204.5320	  280.9768	  121.4047	-1547.5447	-6243.1359	-7183.7671	52324.0833	    0.0000	45140.3161	  498.8193
        21	  205.2148	  261.4155	  121.1113	-1517.5968	-6776.3687	-7706.2240	52324.0833	    0.0000	44617.8593	  498.8193
        22	  205.9007	  248.1522	  120.9682	-1485.1314	-7357.7025	-8267.8128	52324.0833	    0.0000	44056.2705	  498.8193
        23	  196.7546	  246.8075	  120.1972	-1449.5596	-7913.9586	-8799.7588	52324.0833	    0.0000	43524.3245	  498.8193
        24	  185.7389	  234.8927	  119.8343	-1418.2460	-8391.2111	-9268.9913	52324.0833	    0.0000	43055.0920	  498.8193
        25	  173.8837	  222.3865	  119.3246	-1393.3247	-8815.4177	-9693.1476	52324.0833	    0.0000	42630.9356	  498.8193
        26	  170.7602	  205.4540	  118.7731	-1368.8922	-9228.8632	-10102.7681	52324.0833	    0.0000	42221.3152	  498.8193
        27	  154.9576	  221.2185	  116.9894	-1342.3572	-9636.4097	-10485.6015	52324.0833	    0.0000	41838.4818	  498.8193
        28	  135.4640	  237.6319	  116.1097	-1317.7976	-10015.6159	-10844.2079	52324.0833	    0.0000	41479.8754	  498.8193
        29	  137.8522	  228.3183	  116.1688	-1297.0906	-10368.8635	-11183.6148	52324.0833	    0.0000	41140.4685	  498.8193
        30	  150.2860	  202.2683	  114.9180	-1274.8250	-10730.7394	-11538.0921	52324.0833	    0.0000	40785.9912	  498.8193
